DOY LAI_mean NDVI_mean
146 146 3.08769722222222 3.08769722222222
147 147 3.30277222222222 3.30277222222222
148 148 3.51784722222222 3.51784722222222
149 149 3.73292222222222 3.73292222222222
150 150 3.72777083333333 3.72777083333333
151 151 3.72261944444444 3.72261944444444
152 152 3.71746805555556 3.71746805555556
153 153 3.71231666666667 3.71231666666667
154 154 3.72774027777778 3.72774027777778
155 155 3.74316388888889 3.74316388888889
156 156 3.7585875 3.7585875
157 157 3.77401111111111 3.77401111111111
158 158 3.75651944444444 3.75651944444444
159 159 3.73902777777778 3.73902777777778
160 160 3.72153611111111 3.72153611111111
161 161 3.70404444444444 3.70404444444444
162 162 3.90898194444444 3.90898194444444
163 163 4.11391944444444 4.11391944444444
164 164 4.31885694444444 4.31885694444444
165 165 4.52379444444444 4.52379444444444
166 166 4.41763472222222 4.41763472222222
167 167 4.311475 4.311475
168 168 4.20531527777778 4.20531527777778
169 169 4.09915555555556 4.09915555555556
170 170 4.18687361111111 4.18687361111111
171 171 4.27459166666667 4.27459166666667
172 172 4.36230972222222 4.36230972222222
173 173 4.45002777777778 4.45002777777778
174 174 4.325925 4.325925
175 175 4.20182222222222 4.20182222222222
176 176 4.07771944444444 4.07771944444444
177 177 3.95361666666667 3.95361666666667
178 178 3.95539861111111 3.95539861111111
179 179 3.95718055555556 3.95718055555556
180 180 3.9589625 3.9589625
181 181 3.96074444444444 3.96074444444444
182 182 3.99146228070175 3.99146228070175
183 183 4.02218011695906 4.02218011695906
184 184 4.05289795321637 4.05289795321637
185 185 4.08361578947368 4.08361578947368
186 186 4.04057894736842 4.04057894736842
187 187 3.99754210526316 3.99754210526316
188 188 3.95450526315789 3.95450526315789
189 189 3.91146842105263 3.91146842105263
190 190 3.96281315789474 3.96281315789474
191 191 4.01415789473684 4.01415789473684
192 192 4.06550263157895 4.06550263157895
193 193 4.11684736842105 4.11684736842105
194 194 4.08295263157895 4.08295263157895
195 195 4.04905789473684 4.04905789473684
196 196 4.01516315789474 4.01516315789474
197 197 3.98126842105263 3.98126842105263
198 198 3.94154078947368 3.94154078947368
199 199 3.90181315789474 3.90181315789474
200 200 3.86208552631579 3.86208552631579
201 201 3.82235789473684 3.82235789473684
202 202 3.76936052631579 3.76936052631579
203 203 3.71636315789474 3.71636315789474
204 204 3.66336578947368 3.66336578947368
205 205 3.61036842105263 3.61036842105263
206 206 3.71417894736842 3.71417894736842
207 207 3.81798947368421 3.81798947368421
208 208 3.9218 3.9218
209 209 4.02561052631579 4.02561052631579
210 210 3.97990789473684 3.97990789473684
211 211 3.93420526315789 3.93420526315789
212 212 3.88850263157895 3.88850263157895
213 213 3.8428 3.8428
214 214 3.97915526315789 3.97915526315789
215 215 4.11551052631579 4.11551052631579
216 216 4.25186578947368 4.25186578947368
217 217 4.38822105263158 4.38822105263158
218 218 4.21217894736842 4.21217894736842
219 219 4.03613684210526 4.03613684210526
220 220 3.86009473684211 3.86009473684211
221 221 3.68405263157895 3.68405263157895
222 222 3.64194473684211 3.64194473684211
223 223 3.59983684210526 3.59983684210526
224 224 3.55772894736842 3.55772894736842
225 225 3.51562105263158 3.51562105263158
226 226 3.76197236842105 3.76197236842105
227 227 4.00832368421053 4.00832368421053
228 228 4.254675 4.254675
229 229 4.50102631578947 4.50102631578947
230 230 4.45621447368421 4.45621447368421
231 231 4.41140263157895 4.41140263157895
232 232 4.36659078947368 4.36659078947368
233 233 4.32177894736842 4.32177894736842
234 234 4.40877105263158 4.40877105263158
235 235 4.49576315789474 4.49576315789474
236 236 4.5827552631579 4.5827552631579
237 237 4.66974736842105 4.66974736842105
238 238 4.59584736842105 4.59584736842105
239 239 4.52194736842105 4.52194736842105
240 240 4.44804736842105 4.44804736842105
241 241 4.37414736842105 4.37414736842105
242 242 4.37492763157895 4.37492763157895
243 243 4.37570789473684 4.37570789473684
244 244 4.37648815789474 4.37648815789474
245 245 4.37726842105263 4.37726842105263
246 246 4.3117552631579 4.3117552631579
247 247 4.24624210526316 4.24624210526316
248 248 4.18072894736842 4.18072894736842
249 249 4.11521578947368 4.11521578947368
250 250 4.19995263157895 4.19995263157895
251 251 4.28468947368421 4.28468947368421
252 252 4.36942631578947 4.36942631578947
253 253 4.45416315789474 4.45416315789474
254 254 4.41342236842105 4.41342236842105
255 255 4.37268157894737 4.37268157894737
256 256 4.33194078947368 4.33194078947368
257 257 4.2912 4.2912
258 258 4.30525131578947 4.30525131578947
259 259 4.31930263157895 4.31930263157895
260 260 4.33335394736842 4.33335394736842
261 261 4.34740526315789 4.34740526315789
262 262 4.27524473684211 4.27524473684211
263 263 4.20308421052632 4.20308421052632
264 264 4.13092368421053 4.13092368421053
265 265 4.05876315789474 4.05876315789474
266 266 3.94867105263158 3.94867105263158
267 267 3.83857894736842 3.83857894736842
268 268 3.72848684210526 3.72848684210526
269 269 3.61839473684211 3.61839473684211
270 270 3.4246302631579 3.4246302631579
271 271 3.23086578947368 3.23086578947368
272 272 3.03710131578947 3.03710131578947
273 273 2.84333684210526 2.84333684210526
274 274 2.75056578947368 2.75056578947368
275 275 2.65779473684211 2.65779473684211
276 276 2.56502368421053 2.56502368421053
277 277 2.47225263157895 2.47225263157895
278 278 2.27953552631579 2.27953552631579
279 279 2.08681842105263 2.08681842105263
280 280 1.89410131578947 1.89410131578947
281 281 1.70138421052632 1.70138421052632
282 282 1.59148289473684 1.59148289473684
283 283 1.48158157894737 1.48158157894737
284 284 1.37168026315789 1.37168026315789
285 285 1.26177894736842 1.26177894736842
286 286 1.20427105263158 1.20427105263158
287 287 1.14676315789474 1.14676315789474
288 288 1.08925526315789 1.08925526315789
289 289 1.03174736842105 1.03174736842105
290 290 1.00471184210526 1.00471184210526
291 291 0.977676315789474 0.977676315789474
292 292 0.950640789473684 0.950640789473684
293 293 0.923605263157895 0.923605263157895
294 294 0.908205263157895 0.908205263157895
295 295 0.892805263157895 0.892805263157895
296 296 0.877405263157895 0.877405263157895
297 297 0.862005263157895 0.862005263157895
298 298 0.850317105263158 0.850317105263158
299 299 0.838628947368421 0.838628947368421
300 300 0.826940789473684 0.826940789473684
301 301 0.815252631578947 0.815252631578947
302 302 0.803048684210526 0.803048684210526
303 303 0.790844736842105 0.790844736842105
304 304 0.778640789473684 0.778640789473684
305 305 0.766436842105263 0.766436842105263
306 306 0.766369736842105 0.766369736842105
307 307 0.766302631578947 0.766302631578947
308 308 0.76623552631579 0.76623552631579
309 309 0.766168421052632 0.766168421052632
310 310 0.767232894736842 0.767232894736842
311 311 0.768297368421053 0.768297368421053
312 312 0.769361842105263 0.769361842105263
313 313 0.770426315789474 0.770426315789474
314 314 0.748547368421053 0.748547368421053
315 315 0.726668421052632 0.726668421052632
316 316 0.704789473684211 0.704789473684211
317 317 0.68291052631579 0.68291052631579
318 318 0.694597368421053 0.694597368421053
319 319 0.706284210526316 0.706284210526316
320 320 0.717971052631579 0.717971052631579
321 321 0.729657894736842 0.729657894736842
322 322 0.725090789473684 0.725090789473684
323 323 0.720523684210526 0.720523684210526
324 324 0.715956578947368 0.715956578947368
325 325 0.711389473684211 0.711389473684211
326 326 0.674101315789474 0.674101315789474
327 327 0.636813157894737 0.636813157894737
328 328 0.599525 0.599525
329 329 0.562236842105263 0.562236842105263
330 330 0.574384210526316 0.574384210526316
331 331 0.586531578947368 0.586531578947368
332 332 0.598678947368421 0.598678947368421
333 333 0.610826315789474 0.610826315789474
334 334 0.612015789473684 0.612015789473684
335 335 0.613205263157895 0.613205263157895
336 336 0.614394736842105 0.614394736842105
337 337 0.615584210526316 0.615584210526316
338 338 0.604382894736842 0.604382894736842
339 339 0.593181578947368 0.593181578947368
340 340 0.581980263157895 0.581980263157895
341 341 0.570778947368421 0.570778947368421
342 342 0.552155263157895 0.552155263157895
343 343 0.533531578947368 0.533531578947368
344 344 0.514907894736842 0.514907894736842
345 345 0.496284210526316 0.496284210526316
346 346 0.490252631578947 0.490252631578947
347 347 0.484221052631579 0.484221052631579
348 348 0.47818947368421 0.47818947368421
349 349 0.472157894736842 0.472157894736842
350 350 0.471058698830409 0.471058698830409
351 351 0.469959502923977 0.469959502923977
352 352 0.468860307017544 0.468860307017544
353 353 0.467761111111111 0.467761111111111
354 354 0.477566885964912 0.477566885964912
355 355 0.487372660818713 0.487372660818713
356 356 0.497178435672515 0.497178435672515
357 357 0.506984210526316 0.506984210526316
358 358 0.517925 0.517925
359 359 0.528865789473684 0.528865789473684
360 360 0.539806578947368 0.539806578947368
361 361 0.550747368421053 0.550747368421053
362 362 0.536355263157895 0.536355263157895
363 363 0.521963157894737 0.521963157894737
364 364 0.507571052631579 0.507571052631579
365 365 0.493178947368421 0.493178947368421
